0.000000000000000000e+00,1.000000000000000000e+00,1.732678691090379000e+09,1.020101830363273621e-01,9.435362368822097778e-02,7.656556088477373123e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.732678691118664980e+09,8.788155764341354370e-02,8.091793209314346313e-02,6.963622290641069412e-03
0.000000000000000000e+00,3.000000000000000000e+00,1.732678691146846056e+09,9.015430510044097900e-02,8.414955437183380127e-02,6.004753522574901581e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.732678691174575090e+09,8.115408569574356079e-02,7.538300752639770508e-02,5.771077238023281097e-03
0.000000000000000000e+00,5.000000000000000000e+00,1.732678691202586174e+09,8.930788934230804443e-02,8.450761437416076660e-02,4.800278693437576294e-03
0.000000000000000000e+00,6.000000000000000000e+00,1.732678691232365131e+09,8.260916173458099365e-02,7.794313877820968628e-02,4.666025284677743912e-03
0.000000000000000000e+00,7.000000000000000000e+00,1.732678691262305021e+09,9.152984619140625000e-02,8.686165511608123779e-02,4.668192006647586823e-03
0.000000000000000000e+00,8.000000000000000000e+00,1.732678691291518927e+09,8.408161997795104980e-02,8.011719584465026855e-02,3.964423667639493942e-03
0.000000000000000000e+00,9.000000000000000000e+00,1.732678691319661140e+09,7.705375552177429199e-02,7.351821660995483398e-02,3.535536816343665123e-03
0.000000000000000000e+00,1.000000000000000000e+01,1.732678691348347902e+09,7.936046272516250610e-02,7.638851553201675415e-02,2.971944399178028107e-03
0.000000000000000000e+00,1.100000000000000000e+01,1.732678691376596928e+09,7.853462547063827515e-02,7.495886832475662231e-02,3.575756913051009178e-03
0.000000000000000000e+00,1.200000000000000000e+01,1.732678691424325228e+09,8.224069327116012573e-02,7.892709225416183472e-02,3.313601249828934669e-03
0.000000000000000000e+00,1.300000000000000000e+01,1.732678691452561855e+09,8.776882290840148926e-02,8.514183014631271362e-02,2.626996254548430443e-03
0.000000000000000000e+00,1.400000000000000000e+01,1.732678691480324030e+09,7.808597385883331299e-02,7.479993999004364014e-02,3.286032704636454582e-03
0.000000000000000000e+00,1.500000000000000000e+01,1.732678691507842064e+09,8.394727855920791626e-02,8.064964413642883301e-02,3.297637449577450752e-03
0.000000000000000000e+00,1.600000000000000000e+01,1.732678691535434961e+09,7.201725244522094727e-02,6.865495443344116211e-02,3.362298943102359772e-03
0.000000000000000000e+00,1.700000000000000000e+01,1.732678691563242912e+09,7.912527024745941162e-02,7.610049843788146973e-02,3.024769248440861702e-03
0.000000000000000000e+00,1.800000000000000000e+01,1.732678691591418028e+09,7.157699763774871826e-02,6.828109174966812134e-02,3.295909147709608078e-03
0.000000000000000000e+00,1.900000000000000000e+01,1.732678691619359970e+09,8.028006553649902344e-02,7.681519538164138794e-02,3.464869456365704536e-03
0.000000000000000000e+00,2.000000000000000000e+01,1.732678691647572994e+09,8.213875442743301392e-02,7.929208129644393921e-02,2.846672432497143745e-03
0.000000000000000000e+00,2.100000000000000000e+01,1.732678691674959898e+09,7.615160197019577026e-02,7.301131635904312134e-02,3.140282817184925079e-03
0.000000000000000000e+00,2.200000000000000000e+01,1.732678691702316999e+09,7.722597569227218628e-02,7.442126423120498657e-02,2.804708899930119514e-03
0.000000000000000000e+00,2.300000000000000000e+01,1.732678691730408907e+09,8.139359951019287109e-02,7.835634052753448486e-02,3.037258982658386230e-03
0.000000000000000000e+00,2.400000000000000000e+01,1.732678691757895947e+09,7.705037295818328857e-02,7.372521609067916870e-02,3.325157333165407181e-03
0.000000000000000000e+00,2.500000000000000000e+01,1.732678691786337137e+09,7.370759546756744385e-02,7.085435092449188232e-02,2.853247104212641716e-03
0.000000000000000000e+00,2.600000000000000000e+01,1.732678691813978195e+09,7.663933932781219482e-02,7.392086833715438843e-02,2.718467731028795242e-03
0.000000000000000000e+00,2.700000000000000000e+01,1.732678691841488838e+09,8.051472902297973633e-02,7.757634669542312622e-02,2.938378602266311646e-03
0.000000000000000000e+00,2.800000000000000000e+01,1.732678691868933201e+09,7.927773892879486084e-02,7.635393738746643066e-02,2.923800144344568253e-03
0.000000000000000000e+00,2.900000000000000000e+01,1.732678691900573969e+09,8.670974522829055786e-02,8.402109146118164062e-02,2.688653534278273582e-03
0.000000000000000000e+00,3.000000000000000000e+01,1.732678691928797960e+09,7.165945321321487427e-02,6.899585574865341187e-02,2.663595369085669518e-03
0.000000000000000000e+00,3.100000000000000000e+01,1.732678691956449032e+09,7.722968608140945435e-02,7.457066327333450317e-02,2.659025369212031364e-03
0.000000000000000000e+00,3.200000000000000000e+01,1.732678691984273911e+09,7.848262786865234375e-02,7.608878612518310547e-02,2.393843838945031166e-03
0.000000000000000000e+00,3.300000000000000000e+01,1.732678692012101173e+09,8.279377222061157227e-02,8.013878017663955688e-02,2.654994372278451920e-03
0.000000000000000000e+00,3.400000000000000000e+01,1.732678692039985895e+09,7.379083335399627686e-02,7.131101936101913452e-02,2.479816786944866180e-03
0.000000000000000000e+00,3.500000000000000000e+01,1.732678692067722082e+09,7.579752802848815918e-02,7.325201481580734253e-02,2.545512747019529343e-03
0.000000000000000000e+00,3.600000000000000000e+01,1.732678692096163034e+09,8.122404664754867554e-02,7.855913043022155762e-02,2.664914354681968689e-03
0.000000000000000000e+00,3.700000000000000000e+01,1.732678692123477936e+09,7.605570554733276367e-02,7.344241440296173096e-02,2.613291842862963676e-03
0.000000000000000000e+00,3.800000000000000000e+01,1.732678692151760817e+09,7.952004671096801758e-02,7.698655128479003906e-02,2.533493097871541977e-03
0.000000000000000000e+00,3.900000000000000000e+01,1.732678692179817915e+09,7.657451182603836060e-02,7.415223866701126099e-02,2.422272693365812302e-03
0.000000000000000000e+00,4.000000000000000000e+01,1.732678692207845211e+09,7.642485946416854858e-02,7.408306002616882324e-02,2.341801067814230919e-03
0.000000000000000000e+00,4.100000000000000000e+01,1.732678692235400915e+09,7.604631036520004272e-02,7.379049807786941528e-02,2.255810890346765518e-03
0.000000000000000000e+00,4.200000000000000000e+01,1.732678692263363123e+09,8.186969906091690063e-02,7.911274582147598267e-02,2.756950445473194122e-03
0.000000000000000000e+00,4.300000000000000000e+01,1.732678692291045904e+09,7.601841539144515991e-02,7.365215569734573364e-02,2.366260625422000885e-03
0.000000000000000000e+00,4.400000000000000000e+01,1.732678692319655895e+09,7.912562042474746704e-02,7.677392661571502686e-02,2.351696370169520378e-03
0.000000000000000000e+00,4.500000000000000000e+01,1.732678692347705126e+09,8.325421810150146484e-02,8.111852407455444336e-02,2.135692862793803215e-03
0.000000000000000000e+00,4.600000000000000000e+01,1.732678692376308918e+09,7.509631663560867310e-02,7.357266545295715332e-02,1.523650949820876122e-03
0.000000000000000000e+00,4.700000000000000000e+01,1.732678692404447079e+09,7.196190208196640015e-02,6.998386979103088379e-02,1.978032290935516357e-03
0.000000000000000000e+00,4.800000000000000000e+01,1.732678692432634115e+09,8.147449046373367310e-02,7.894465327262878418e-02,2.529835794121026993e-03
0.000000000000000000e+00,4.900000000000000000e+01,1.732678692460242987e+09,7.754521816968917847e-02,7.527685910463333130e-02,2.268356271088123322e-03
0.000000000000000000e+00,5.000000000000000000e+01,1.732678692488019943e+09,7.822844386100769043e-02,7.634609937667846680e-02,1.882345299236476421e-03
0.000000000000000000e+00,5.100000000000000000e+01,1.732678692515830994e+09,8.096746355295181274e-02,7.911418378353118896e-02,1.853280933573842049e-03
0.000000000000000000e+00,5.200000000000000000e+01,1.732678692543515921e+09,8.197709918022155762e-02,7.975771278142929077e-02,2.219388028606772423e-03
0.000000000000000000e+00,5.300000000000000000e+01,1.732678692571670055e+09,7.823351770639419556e-02,7.627794891595840454e-02,1.955566927790641785e-03
0.000000000000000000e+00,5.400000000000000000e+01,1.732678692599076033e+09,7.938430458307266235e-02,7.762951403856277466e-02,1.754788099788129330e-03
0.000000000000000000e+00,5.500000000000000000e+01,1.732678692626242161e+09,7.995119690895080566e-02,7.821778953075408936e-02,1.733404933474957943e-03
0.000000000000000000e+00,5.600000000000000000e+01,1.732678692653811932e+09,7.355695962905883789e-02,7.181961834430694580e-02,1.737342099659144878e-03
0.000000000000000000e+00,5.700000000000000000e+01,1.732678692681914806e+09,6.866523623466491699e-02,6.708233058452606201e-02,1.582908676937222481e-03
0.000000000000000000e+00,5.800000000000000000e+01,1.732678692709506989e+09,7.966509461402893066e-02,7.772680371999740601e-02,1.938288216479122639e-03
0.000000000000000000e+00,5.900000000000000000e+01,1.732678692736918926e+09,7.899432629346847534e-02,7.706017792224884033e-02,1.934146741405129433e-03
0.000000000000000000e+00,6.000000000000000000e+01,1.732678692764708042e+09,8.238819986581802368e-02,8.049664646387100220e-02,1.891550724394619465e-03
0.000000000000000000e+00,6.100000000000000000e+01,1.732678692791990995e+09,8.260239660739898682e-02,8.103539049625396729e-02,1.567004132084548473e-03
0.000000000000000000e+00,6.200000000000000000e+01,1.732678692819221973e+09,8.258234709501266479e-02,8.105792105197906494e-02,1.524424063973128796e-03
0.000000000000000000e+00,6.300000000000000000e+01,1.732678692847060919e+09,7.852461189031600952e-02,7.699766010046005249e-02,1.526950276456773281e-03
0.000000000000000000e+00,6.400000000000000000e+01,1.732678692874691010e+09,7.984418421983718872e-02,7.810953259468078613e-02,1.734649646095931530e-03
0.000000000000000000e+00,6.500000000000000000e+01,1.732678692902646065e+09,7.500118017196655273e-02,7.320474088191986084e-02,1.796437427401542664e-03
0.000000000000000000e+00,6.600000000000000000e+01,1.732678692930645943e+09,7.247769832611083984e-02,7.084607332944869995e-02,1.631621853448450565e-03
0.000000000000000000e+00,6.700000000000000000e+01,1.732678692958170176e+09,7.908060401678085327e-02,7.751215249300003052e-02,1.568453270010650158e-03
0.000000000000000000e+00,6.800000000000000000e+01,1.732678692986010075e+09,8.059358596801757812e-02,7.911130040884017944e-02,1.482283114455640316e-03
0.000000000000000000e+00,6.900000000000000000e+01,1.732678693014045954e+09,7.433296740055084229e-02,7.280969619750976562e-02,1.523272367194294930e-03
0.000000000000000000e+00,7.000000000000000000e+01,1.732678693041735888e+09,7.459437102079391479e-02,7.318245619535446167e-02,1.411913312040269375e-03
0.000000000000000000e+00,7.100000000000000000e+01,1.732678693069660902e+09,7.578829675912857056e-02,7.442204654216766357e-02,1.366252196021378040e-03
0.000000000000000000e+00,7.200000000000000000e+01,1.732678693097496033e+09,7.834900170564651489e-02,7.689137756824493408e-02,1.457620877772569656e-03
