0.000000000000000000e+00,1.000000000000000000e+00,1.732679587780427933e+09,2.623027563095092773e-01,2.557717561721801758e-01,3.265500068664550781e-02,-9.671787172555923462e-02
0.000000000000000000e+00,2.000000000000000000e+00,1.732679587813410997e+09,2.620014548301696777e-01,2.554652094841003418e-01,3.268118575215339661e-02,-9.362640231847763062e-02
0.000000000000000000e+00,3.000000000000000000e+00,1.732679587846142054e+09,2.617346942424774170e-01,2.551933526992797852e-01,3.270671889185905457e-02,-9.081502258777618408e-02
0.000000000000000000e+00,4.000000000000000000e+00,1.732679587879359007e+09,2.614372968673706055e-01,2.548907399177551270e-01,3.273284435272216797e-02,-8.810500055551528931e-02
0.000000000000000000e+00,5.000000000000000000e+00,1.732679587912197828e+09,2.612250447273254395e-01,2.546733915805816650e-01,3.275819867849349976e-02,-8.536934107542037964e-02
0.000000000000000000e+00,6.000000000000000000e+00,1.732679587946316004e+09,2.610010802745819092e-01,2.544442415237426758e-01,3.278425335884094238e-02,-8.264194428920745850e-02
0.000000000000000000e+00,7.000000000000000000e+00,1.732679587979083061e+09,2.607276141643524170e-01,2.541656196117401123e-01,3.280998393893241882e-02,-7.989094406366348267e-02
0.000000000000000000e+00,8.000000000000000000e+00,1.732679588012108088e+09,2.605131268501281738e-01,2.539460361003875732e-01,3.283540531992912292e-02,-7.711251080036163330e-02
0.000000000000000000e+00,9.000000000000000000e+00,1.732679588045144081e+09,2.602885067462921143e-01,2.537165284156799316e-01,3.285984694957733154e-02,-7.449366897344589233e-02
0.000000000000000000e+00,1.000000000000000000e+01,1.732679588078175068e+09,2.600393891334533691e-01,2.534622848033905029e-01,3.288558870553970337e-02,-7.190256565809249878e-02
0.000000000000000000e+00,1.100000000000000000e+01,1.732679588111167908e+09,2.598072886466979980e-01,2.532252073287963867e-01,3.291038051247596741e-02,-6.929839402437210083e-02
0.000000000000000000e+00,1.200000000000000000e+01,1.732679588144474030e+09,2.596302628517150879e-01,2.530432641506195068e-01,3.293500468134880066e-02,-6.662937253713607788e-02
0.000000000000000000e+00,1.300000000000000000e+01,1.732679588177698135e+09,2.594043016433715820e-01,2.528122961521148682e-01,3.296001255512237549e-02,-6.386309862136840820e-02
0.000000000000000000e+00,1.400000000000000000e+01,1.732679588210803032e+09,2.592435777187347412e-01,2.526471018791198730e-01,3.298231586813926697e-02,-6.116406247019767761e-02
0.000000000000000000e+00,1.500000000000000000e+01,1.732679588243690968e+09,2.590539157390594482e-01,2.524527013301849365e-01,3.300600126385688782e-02,-5.857742950320243835e-02
0.000000000000000000e+00,1.600000000000000000e+01,1.732679588293987036e+09,2.588386833667755127e-01,2.522329390048980713e-01,3.302875161170959473e-02,-5.609156936407089233e-02
0.000000000000000000e+00,1.700000000000000000e+01,1.732679588327045202e+09,2.586994469165802002e-01,2.520891129970550537e-01,3.305165469646453857e-02,-5.368283763527870178e-02
0.000000000000000000e+00,1.800000000000000000e+01,1.732679588359872103e+09,2.585001289844512939e-01,2.518853545188903809e-01,3.307382017374038696e-02,-5.114202201366424561e-02
0.000000000000000000e+00,1.900000000000000000e+01,1.732679588392357826e+09,2.583724558353424072e-01,2.517536282539367676e-01,3.309419378638267517e-02,-4.873782396316528320e-02
0.000000000000000000e+00,2.000000000000000000e+01,1.732679588424895048e+09,2.581878006458282471e-01,2.515646815299987793e-01,3.311553597450256348e-02,-4.648043215274810791e-02
