0.000000000000000000e+00,1.000000000000000000e+00,1.729569717199845314e+09,7.053959965705871582e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.729569718259054184e+09,7.000404000282287598e-01
0.000000000000000000e+00,3.000000000000000000e+00,1.729569719438998222e+09,6.931226253509521484e-01
0.000000000000000000e+00,4.000000000000000000e+00,1.729569720500787973e+09,6.869652867317199707e-01
0.000000000000000000e+00,5.000000000000000000e+00,1.729569721726263762e+09,6.810625791549682617e-01
0.000000000000000000e+00,6.000000000000000000e+00,1.729569722703923941e+09,6.722011566162109375e-01
0.000000000000000000e+00,7.000000000000000000e+00,1.729569725267526627e+09,6.669179797172546387e-01
0.000000000000000000e+00,8.000000000000000000e+00,1.729569726321972370e+09,6.579930782318115234e-01
0.000000000000000000e+00,9.000000000000000000e+00,1.729569727694267035e+09,6.592033505439758301e-01
0.000000000000000000e+00,1.000000000000000000e+01,1.729569728802191973e+09,6.416023373603820801e-01
0.000000000000000000e+00,1.100000000000000000e+01,1.729569730179052114e+09,6.414651274681091309e-01
0.000000000000000000e+00,1.200000000000000000e+01,1.729569731306242228e+09,6.313824057579040527e-01
0.000000000000000000e+00,1.300000000000000000e+01,1.729569732862574577e+09,6.203150153160095215e-01
0.000000000000000000e+00,1.400000000000000000e+01,1.729569734322337389e+09,6.119410395622253418e-01
0.000000000000000000e+00,1.500000000000000000e+01,1.729569735414759398e+09,5.946856737136840820e-01
0.000000000000000000e+00,1.600000000000000000e+01,1.729569736770665407e+09,5.922257900238037109e-01
0.000000000000000000e+00,1.700000000000000000e+01,1.729569738089239120e+09,5.926017761230468750e-01
0.000000000000000000e+00,1.800000000000000000e+01,1.729569739322947502e+09,5.514681339263916016e-01
0.000000000000000000e+00,1.900000000000000000e+01,1.729569740532981157e+09,5.610694289207458496e-01
0.000000000000000000e+00,2.000000000000000000e+01,1.729569741738596678e+09,5.184654593467712402e-01
0.000000000000000000e+00,2.100000000000000000e+01,1.729569743047964573e+09,5.770732760429382324e-01
0.000000000000000000e+00,2.200000000000000000e+01,1.729569744085969448e+09,5.067478418350219727e-01
0.000000000000000000e+00,2.300000000000000000e+01,1.729569745360116720e+09,4.999537467956542969e-01
0.000000000000000000e+00,2.400000000000000000e+01,1.729569746417330027e+09,4.872168600559234619e-01
0.000000000000000000e+00,2.500000000000000000e+01,1.729569747698883295e+09,4.246465265750885010e-01
0.000000000000000000e+00,2.600000000000000000e+01,1.729569748836981297e+09,4.179083406925201416e-01
0.000000000000000000e+00,2.700000000000000000e+01,1.729569750018354654e+09,4.021352231502532959e-01
0.000000000000000000e+00,2.800000000000000000e+01,1.729569751430966616e+09,4.654116332530975342e-01
0.000000000000000000e+00,2.900000000000000000e+01,1.729569752568703175e+09,3.827219605445861816e-01
0.000000000000000000e+00,3.000000000000000000e+01,1.729569753713537693e+09,4.273739755153656006e-01
0.000000000000000000e+00,3.100000000000000000e+01,1.729569754783852100e+09,3.589284420013427734e-01
0.000000000000000000e+00,3.200000000000000000e+01,1.729569756056839466e+09,2.688205242156982422e-01
0.000000000000000000e+00,3.300000000000000000e+01,1.729569757148866653e+09,3.961455523967742920e-01
0.000000000000000000e+00,3.400000000000000000e+01,1.729569759629061699e+09,2.321659177541732788e-01
0.000000000000000000e+00,3.500000000000000000e+01,1.729569760704669476e+09,2.003666460514068604e-01
0.000000000000000000e+00,3.600000000000000000e+01,1.729569761996422291e+09,3.440364003181457520e-01
0.000000000000000000e+00,3.700000000000000000e+01,1.729569763097306728e+09,1.432384252548217773e-01
0.000000000000000000e+00,3.800000000000000000e+01,1.729569764300683498e+09,3.015889823436737061e-01
0.000000000000000000e+00,3.900000000000000000e+01,1.729569765425858021e+09,2.240654230117797852e-01
0.000000000000000000e+00,4.000000000000000000e+01,1.729569766633342743e+09,9.989642351865768433e-02
0.000000000000000000e+00,4.100000000000000000e+01,1.729569767755903244e+09,2.284812033176422119e-01
0.000000000000000000e+00,4.200000000000000000e+01,1.729569768870104790e+09,2.100289165973663330e-01
0.000000000000000000e+00,4.300000000000000000e+01,1.729569769946407080e+09,6.006255373358726501e-02
0.000000000000000000e+00,4.400000000000000000e+01,1.729569771027459383e+09,5.437325313687324524e-02
0.000000000000000000e+00,4.500000000000000000e+01,1.729569772026794195e+09,4.623750969767570496e-02
0.000000000000000000e+00,4.600000000000000000e+01,1.729569773089711189e+09,3.654431924223899841e-02
0.000000000000000000e+00,4.700000000000000000e+01,1.729569774142743587e+09,2.913812361657619476e-02
